icd10Code;icd10Title;;;;;;
H21.8;Inne określone choroby tęczówki i ciała rzęskowego;;;;;;
M79.8;Inne określone choroby tkanek miękkich;;;;;;
J84.8;Inne określone choroby tkanki śródmiąższowej płuc;;;;;;
J84.8;Inne określone choroby tkanki śródmiąższowej płuc;;;;;;
J84.8;Inne określone choroby tkanki śródmiąższowej płuc;;;;;;
J84.8;Inne określone choroby tkanki śródmiąższowej płuc;;;;;;
J84.8;Inne określone choroby tkanki śródmiąższowej płuc;;;;;;
J84.8;Inne określone choroby tkanki śródmiąższowej płuc;;;;;;
J84.8;Inne określone choroby tkanki śródmiąższowej płuc;;;;;;
J84.8;Inne określone choroby tkanki śródmiąższowej płuc;;;;;;
J84.8;Inne określone choroby tkanki śródmiąższowej płuc;;;;;;
J84.8;Inne określone choroby tkanki śródmiąższowej płuc;;;;;;
J84.8;Inne określone choroby tkanki śródmiąższowej płuc;;;;;;
J84.8;Inne określone choroby tkanki śródmiąższowej płuc;;;;;;
J84.8;Inne określone choroby tkanki śródmiąższowej płuc;;;;;;
J84.8;Inne określone choroby tkanki śródmiąższowej płuc;;;;;;
K86.8;Inne określone choroby trzustki;;;;;;
K86.8;Inne określone choroby trzustki;;;;;;
K86.8;Inne określone choroby trzustki;;;;;;
K86.8;Inne określone choroby trzustki;;;;;;
K86.8;Inne określone choroby trzustki;;;;;;
K86.8;Inne określone choroby trzustki;;;;;;
K86.8;Inne określone choroby trzustki;;;;;;
K03.8;Inne określone choroby twardych tkanek zębów;;;;;;
K03.8;Inne określone choroby twardych tkanek zębów;;;;;;
K76.8;Inne określone choroby wątroby;;;;;;
K76.8;Inne określone choroby wątroby;;;;;;
K76.8;Inne określone choroby wątroby;;;;;;
K76.8;Inne określone choroby wątroby;;;;;;
K76.8;Inne określone choroby wątroby;;;;;;
O99.8;Inne określone choroby wikłające ciążę, poród i połóg;;;;;;
B33.8;Inne określone choroby wirusowe;;;;;;
N73.8;Inne określone choroby zapalne miednicy u kobiet;;;;;;
K75.8;Inne określone choroby zapalne wątroby;;;;;;
K75.8;Inne określone choroby zapalne wątroby;;;;;;
G31.8;Inne określone choroby zwyrodnieniowe układu nerwowego;;;;;;
G31.8;Inne określone choroby zwyrodnieniowe układu nerwowego;;;;;;
K31.8;Inne określone choroby żołądka i dwunastnicy;;;;;;
K31.8;Inne określone choroby żołądka i dwunastnicy;;;;;;
K31.8;Inne określone choroby żołądka i dwunastnicy;;;;;;
K31.8;Inne określone choroby żołądka i dwunastnicy;;;;;;
K31.8;Inne określone choroby żołądka i dwunastnicy;;;;;;
K31.8;Inne określone choroby żołądka i dwunastnicy;;;;;;
K31.8;Inne określone choroby żołądka i dwunastnicy;;;;;;
K31.8;Inne określone choroby żołądka i dwunastnicy;;;;;;
K31.8;Inne określone choroby żołądka i dwunastnicy;;;;;;
K31.8;Inne określone choroby żołądka i dwunastnicy;;;;;;
K31.8;Inne określone choroby żołądka i dwunastnicy;;;;;;
K31.8;Inne określone choroby żołądka i dwunastnicy;;;;;;
K31.8;Inne określone choroby żołądka i dwunastnicy;;;;;;
K31.8;Inne określone choroby żołądka i dwunastnicy;;;;;;
K31.8;Inne określone choroby żołądka i dwunastnicy;;;;;;
K31.8;Inne określone choroby żołądka i dwunastnicy;;;;;;
K59.8;Inne określone czynnościowe zaburzenia jelit;;;;;;
K59.8;Inne określone czynnościowe zaburzenia jelit;;;;;;
K59.8;Inne określone czynnościowe zaburzenia jelit;;;;;;
K59.8;Inne określone czynnościowe zaburzenia jelit;;;;;;
K59.8;Inne określone czynnościowe zaburzenia jelit;;;;;;
K59.8;Inne określone czynnościowe zaburzenia jelit;;;;;;
K59.8;Inne określone czynnościowe zaburzenia jelit;;;;;;
K59.8;Inne określone czynnościowe zaburzenia jelit;;;;;;
D58.8;Inne określone dziedziczne niedokrwistości hemolityczne;;;;;;
G25.2;Inne określone formy drżenia;;;;;;
G25.2;Inne określone formy drżenia;;;;;;
G25.2;Inne określone formy drżenia;;;;;;
G25.2;Inne określone formy drżenia;;;;;;
G25.2;Inne określone formy drżenia;;;;;;
G25.2;Inne określone formy drżenia;;;;;;
G25.2;Inne określone formy drżenia;;;;;;
G25.2;Inne określone formy drżenia;;;;;;
G25.2;Inne określone formy drżenia;;;;;;
G25.2;Inne określone formy drżenia;;;;;;
G25.2;Inne określone formy drżenia;;;;;;
G25.2;Inne określone formy drżenia;;;;;;
B48.8;Inne określone grzybice;;;;;;
B36.8;Inne określone grzybice powierzchowne;;;;;;
K64.8;Inne określone guzki krwawicze;;;;;;
B88.8;Inne określone infestacje pasożytnicze;;;;;;
A04.8;Inne określone jelitowe zakażenia bakteryjne;;;;;;
M31.8;Inne określone martwicze choroby naczyń krwionośnych;;;;;;
L08.8;Inne określone miejscowe zakażenia skóry i tkanki podskórnej;;;;;;
L08.8;Inne określone miejscowe zakażenia skóry i tkanki podskórnej;;;;;;
L08.8;Inne określone miejscowe zakażenia skóry i tkanki podskórnej;;;;;;
L08.8;Inne określone miejscowe zakażenia skóry i tkanki podskórnej;;;;;;
G72.8;Inne określone miopatie;;;;;;
G72.8;Inne określone miopatie;;;;;;
G72.8;Inne określone miopatie;;;;;;
G72.8;Inne określone miopatie;;;;;;
G58.8;Inne określone mononeuropatie;;;;;;
M21.8;Inne określone nabyte zniekształcenia kończyn;;;;;;
M95.8;Inne określone nabyte zniekształcenia układu mięśniowo-szkieletowego;;;;;;
D15.7;Inne określone narządy klatki piersiowej;;;;;;
D15.7;Inne określone narządy klatki piersiowej;;;;;;
D15.7;Inne określone narządy klatki piersiowej;;;;;;
D84.8;Inne określone niedobory odporności;;;;;;
D84.8;Inne określone niedobory odporności;;;;;;
D64.8;Inne określone niedokrwistości;;;;;;
D61.8;Inne określone niedokrwistości aplastyczne;;;;;;
N93.8;Inne określone nieprawidłowe krwawienie maciczne i pochwowe;;;;;;
R79.8;Inne określone nieprawidłowości badań biochemicznych krwi;;;;;;
R77.8;Inne określone nieprawidłowości białek osocza;;;;;;
N39.4;Inne określone nietrzymanie moczu;;;;;;
N39.4;Inne określone nietrzymanie moczu;;;;;;
N39.4;Inne określone nietrzymanie moczu;;;;;;
N39.4;Inne określone nietrzymanie moczu;;;;;;
N39.4;Inne określone nietrzymanie moczu;;;;;;
N39.4;Inne określone nietrzymanie moczu;;;;;;
I89.8;Inne określone niezakaźne zaburzenia naczyń chłonnych i węzłów chłonnych;;;;;;
K52.8;Inne określone niezakaźne zapalenia żołądka, jelita cienkiego i okrężnicy;;;;;;
K52.8;Inne określone niezakaźne zapalenia żołądka, jelita cienkiego i okrężnicy;;;;;;
K52.8;Inne określone niezakaźne zapalenia żołądka, jelita cienkiego i okrężnicy;;;;;;
N89.8;Inne określone niezapalne choroby pochwy;;;;;;
D47.7;Inne określone nowotwory o niepewnym lub nieznanym charakterze tkanki limfatycznej, układu krwiotwórczego i tkanek pokrewnych;;;;;;
D47.7;Inne określone nowotwory o niepewnym lub nieznanym charakterze tkanki limfatycznej, układu krwiotwórczego i tkanek pokrewnych;;;;;;
D47.7;Inne określone nowotwory o niepewnym lub nieznanym charakterze tkanki limfatycznej, układu krwiotwórczego i tkanek pokrewnych;;;;;;
D47.7;Inne określone nowotwory o niepewnym lub nieznanym charakterze tkanki limfatycznej, układu krwiotwórczego i tkanek pokrewnych;;;;;;
D47.7;Inne określone nowotwory o niepewnym lub nieznanym charakterze tkanki limfatycznej, układu krwiotwórczego i tkanek pokrewnych;;;;;;
D47.7;Inne określone nowotwory o niepewnym lub nieznanym charakterze tkanki limfatycznej, układu krwiotwórczego i tkanek pokrewnych;;;;;;
D47.7;Inne określone nowotwory o niepewnym lub nieznanym charakterze tkanki limfatycznej, układu krwiotwórczego i tkanek pokrewnych;;;;;;
D47.7;Inne określone nowotwory o niepewnym lub nieznanym charakterze tkanki limfatycznej, układu krwiotwórczego i tkanek pokrewnych;;;;;;
D47.7;Inne określone nowotwory o niepewnym lub nieznanym charakterze tkanki limfatycznej, układu krwiotwórczego i tkanek pokrewnych;;;;;;
D47.7;Inne określone nowotwory o niepewnym lub nieznanym charakterze tkanki limfatycznej, układu krwiotwórczego i tkanek pokrewnych;;;;;;
R19.8;Inne określone objawy i dolegliwości dotyczące przewodu pokarmowego i jamy brzusznej;;;;;;
R19.8;Inne określone objawy i dolegliwości dotyczące przewodu pokarmowego i jamy brzusznej;;;;;;
R19.8;Inne określone objawy i dolegliwości dotyczące przewodu pokarmowego i jamy brzusznej;;;;;;
R19.8;Inne określone objawy i dolegliwości dotyczące przewodu pokarmowego i jamy brzusznej;;;;;;
R19.8;Inne określone objawy i dolegliwości dotyczące przewodu pokarmowego i jamy brzusznej;;;;;;
R19.8;Inne określone objawy i dolegliwości dotyczące przewodu pokarmowego i jamy brzusznej;;;;;;
R19.8;Inne określone objawy i dolegliwości dotyczące przewodu pokarmowego i jamy brzusznej;;;;;;
R19.8;Inne określone objawy i dolegliwości dotyczące przewodu pokarmowego i jamy brzusznej;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R68.8;Inne określone objawy i dolegliwości ogólne;;;;;;
R09.8;Inne określone objawy i oznaki chorobowe dotyczące układu krążenia i układu oddechowego;;;;;;
R09.8;Inne określone objawy i oznaki chorobowe dotyczące układu krążenia i układu oddechowego;;;;;;
Q78.8;Inne określone osteochondrodysplazje;;;;;;
Q78.8;Inne określone osteochondrodysplazje;;;;;;
Q78.8;Inne określone osteochondrodysplazje;;;;;;
Q78.8;Inne określone osteochondrodysplazje;;;;;;
L56.8;Inne określone ostre zmiany skórne spowodowane przez promieniowanie ultrafioletowe;;;;;;
L56.8;Inne określone ostre zmiany skórne spowodowane przez promieniowanie ultrafioletowe;;;;;;
L56.8;Inne określone ostre zmiany skórne spowodowane przez promieniowanie ultrafioletowe;;;;;;
L56.8;Inne określone ostre zmiany skórne spowodowane przez promieniowanie ultrafioletowe;;;;;;
Z71.8;Inne określone poradnictwo;;;;;;
Z71.8;Inne określone poradnictwo;;;;;;
Z71.8;Inne określone poradnictwo;;;;;;
Z71.8;Inne określone poradnictwo;;;;;;
Z71.8;Inne określone poradnictwo;;;;;;
C85.7;Inne określone postacie chłoniaka nieziarniczego;;;;;;
C86;Inne określone postacie chłoniaka z komórek T/NK;;;;;;
C86;Inne określone postacie chłoniaka z komórek T/NK;;;;;;
C86;Inne określone postacie chłoniaka z komórek T/NK;;;;;;
C86;Inne określone postacie chłoniaka z komórek T/NK;;;;;;
C86;Inne określone postacie chłoniaka z komórek T/NK;;;;;;
E13;Inne określone postacie cukrzycy;;;;;;
E13;Inne określone postacie cukrzycy;;;;;;
E13;Inne określone postacie cukrzycy;;;;;;
E13;Inne określone postacie cukrzycy;;;;;;
E13;Inne określone postacie cukrzycy;;;;;;
E13;Inne określone postacie cukrzycy;;;;;;
E13;Inne określone postacie cukrzycy;;;;;;
E13;Inne określone postacie cukrzycy;;;;;;
E13;Inne określone postacie cukrzycy;;;;;;
E13.8;Inne określone postacie cukrzycy z nieokreślonymi powikłaniami;;;;;;
H91.8;Inne określone postacie upośledzenia słuchu;;;;;;
H26.8;Inne określone postacie zaćmy;;;;;;
L30.8;Inne określone postacie zapalenia skóry;;;;;;
L30.8;Inne określone postacie zapalenia skóry;;;;;;
L30.8;Inne określone postacie zapalenia skóry;;;;;;
L30.8;Inne określone postacie zapalenia skóry;;;;;;
L30.8;Inne określone postacie zapalenia skóry;;;;;;
L30.8;Inne określone postacie zapalenia skóry;;;;;;
O75.8;Inne określone powikłania akcji porodowej i porodu;;;;;;
Z65.8;Inne określone problemy związane z okolicznościami psychospołecznymi;;;;;;
Z62.8;Inne określone problemy związane z wychowaniem;;;;;;
M51.2;Inne określone przemieszczenia krążków międzykręgowych;;;;;;
M51.2;Inne określone przemieszczenia krążków międzykręgowych;;;;;;
P72.8;Inne określone przemijające zaburzenia wewnątrzwydzielnicze noworodkowe;;;;;;
I09.8;Inne określone reumatyczne choroby serca;;;;;;
A79.8;Inne określone riketsjozy;;;;;;
B81.8;Inne określone robaczyce jelitowe;;;;;;
N95.8;Inne określone schorzenia związane z menopauzą i okresem okołomenopauzalnym;;;;;;
D69.8;Inne określone skazy krwotoczne;;;;;;
T69.8;Inne określone skutki działania obniżonej temperatury;;;;;;
M48.8;Inne określone spondylopatie;;;;;;
M48.8;Inne określone spondylopatie;;;;;;
P83.8;Inne określone stany dotyczące powłok swoiste dla płodu i noworodka;;;;;;
P83.8;Inne określone stany dotyczące powłok swoiste dla płodu i noworodka;;;;;;
Z98.8;Inne określone stany po zabiegach chirurgicznych;;;;;;
L53.8;Inne określone stany rumieniowe;;;;;;
L53.8;Inne określone stany rumieniowe;;;;;;
L53.8;Inne określone stany rumieniowe;;;;;;
Z87.8;Inne określone stany w wywiadzie;;;;;;
Z87.8;Inne określone stany w wywiadzie;;;;;;
Z87.8;Inne określone stany w wywiadzie;;;;;;
Z87.8;Inne określone stany w wywiadzie;;;;;;
Z87.8;Inne określone stany w wywiadzie;;;;;;
Z87.8;Inne określone stany w wywiadzie;;;;;;
N76.8;Inne określone stany zapalne pochwy i sromu;;;;;;
O26.8;Inne określone stany związane z ciążą;;;;;;
O26.8;Inne określone stany związane z ciążą;;;;;;
O26.8;Inne określone stany związane z ciążą;;;;;;
O26.8;Inne określone stany związane z ciążą;;;;;;
O26.8;Inne określone stany związane z ciążą;;;;;;
N94.8;Inne określone stany związane z żeńskimi narządami rozrodczymi i cyklem miesiączkowym;;;;;;
Z29.8;Inne określone środki profilaktyczne;;;;;;
M35.8;Inne określone układowe choroby tkanki łącznej;;;;;;
M35.8;Inne określone układowe choroby tkanki łącznej;;;;;;
S09.8;Inne określone urazy głowy;;;;;;
T11.8;Inne określone urazy kończyny górnej, poziom nieokreślony;;;;;;
T09.8;Inne określone urazy tułowia, poziom nieokreślony;;;;;;
M24;Inne określone uszkodzenia stawu;;;;;;
M24;Inne określone uszkodzenia stawu;;;;;;
M24.8;Inne określone uszkodzenia stawu niesklasyfikowane gdzie indziej;;;;;;
Q15.8;Inne określone wady rozwojowe oka;;;;;;
Q15.8;Inne określone wady rozwojowe oka;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q82.8;Inne określone wady rozwojowe skóry;;;;;;
Q75.8;Inne określone wrodzone wady rozwojowe kości czaszki i twarzy;;;;;;
Q75.8;Inne określone wrodzone wady rozwojowe kości czaszki i twarzy;;;;;;
Q75.8;Inne określone wrodzone wady rozwojowe kości czaszki i twarzy;;;;;;
Q75.8;Inne określone wrodzone wady rozwojowe kości czaszki i twarzy;;;;;;
Q75.8;Inne określone wrodzone wady rozwojowe kości czaszki i twarzy;;;;;;
Q75.8;Inne określone wrodzone wady rozwojowe kości czaszki i twarzy;;;;;;
Q75.8;Inne określone wrodzone wady rozwojowe kości czaszki i twarzy;;;;;;
Q04.8;Inne określone wrodzone wady rozwojowe mózgu;;;;;;
Q04.8;Inne określone wrodzone wady rozwojowe mózgu;;;;;;
Q04.8;Inne określone wrodzone wady rozwojowe mózgu;;;;;;
Q04.8;Inne określone wrodzone wady rozwojowe mózgu;;;;;;
Q52.8;Inne określone wrodzone wady rozwojowe narządów płciowych żeńskich;;;;;;
Q52.8;Inne określone wrodzone wady rozwojowe narządów płciowych żeńskich;;;;;;
Q52.8;Inne określone wrodzone wady rozwojowe narządów płciowych żeńskich;;;;;;
Q52.8;Inne określone wrodzone wady rozwojowe narządów płciowych żeńskich;;;;;;
Q52.8;Inne określone wrodzone wady rozwojowe narządów płciowych żeńskich;;;;;;
Q27.8;Inne określone wrodzone wady rozwojowe obwodowego układu naczyniowego;;;;;;
Q27.8;Inne określone wrodzone wady rozwojowe obwodowego układu naczyniowego;;;;;;
Q27.8;Inne określone wrodzone wady rozwojowe obwodowego układu naczyniowego;;;;;;
Q27.8;Inne określone wrodzone wady rozwojowe obwodowego układu naczyniowego;;;;;;
Q84.8;Inne określone wrodzone wady rozwojowe powłok ciała;;;;;;
Q24.8;Inne określone wrodzone wady rozwojowe serca;;;;;;
Q24.8;Inne określone wrodzone wady rozwojowe serca;;;;;;
Q45.8;Inne określone wrodzone wady rozwojowe układu pokarmowego;;;;;;
D72.8;Inne określone zaburzenia dotyczące krwinek białych;;;;;;
D72.8;Inne określone zaburzenia dotyczące krwinek białych;;;;;;
D72.8;Inne określone zaburzenia dotyczące krwinek białych;;;;;;
D72.8;Inne określone zaburzenia dotyczące krwinek białych;;;;;;
D72.8;Inne określone zaburzenia dotyczące krwinek białych;;;;;;
D72.8;Inne określone zaburzenia dotyczące krwinek białych;;;;;;
D72.8;Inne określone zaburzenia dotyczące krwinek białych;;;;;;
K06.8;Inne określone zaburzenia dziąseł i bezzębnego wyrostka zębodołowego;;;;;;
D68.8;Inne określone zaburzenia krzepnięcia;;;;;;
D68.8;Inne określone zaburzenia krzepnięcia;;;;;;
D68.8;Inne określone zaburzenia krzepnięcia;;;;;;
D68.8;Inne określone zaburzenia krzepnięcia;;;;;;
D68.8;Inne określone zaburzenia krzepnięcia;;;;;;
D68.8;Inne określone zaburzenia krzepnięcia;;;;;;
F41.8;Inne określone zaburzenia lękowe;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
E88.8;Inne określone zaburzenia metaboliczne;;;;;;
G70.8;Inne określone zaburzenia mięśniowo-nerwowe;;;;;;
M85.8;Inne określone zaburzenia mineralizacji i struktury kości;;;;;;
M85.8;Inne określone zaburzenia mineralizacji i struktury kości;;;;;;
M85.8;Inne określone zaburzenia mineralizacji i struktury kości;;;;;;
M85.8;Inne określone zaburzenia mineralizacji i struktury kości;;;;;;
M85.8;Inne określone zaburzenia mineralizacji i struktury kości;;;;;;
M85.8;Inne określone zaburzenia mineralizacji i struktury kości;;;;;;
M85.8;Inne określone zaburzenia mineralizacji i struktury kości;;;;;;
M85.8;Inne określone zaburzenia mineralizacji i struktury kości;;;;;;
M85.8;Inne określone zaburzenia mineralizacji i struktury kości;;;;;;
P91.8;Inne określone zaburzenia mózgowe noworodka;;;;;;
N28.8;Inne określone zaburzenia nerki i moczowodu;;;;;;
N28.8;Inne określone zaburzenia nerki i moczowodu;;;;;;
N28.8;Inne określone zaburzenia nerki i moczowodu;;;;;;
N28.8;Inne określone zaburzenia nerki i moczowodu;;;;;;
H51.8;Inne określone zaburzenia obuocznej motoryki;;;;;;
H51.8;Inne określone zaburzenia obuocznej motoryki;;;;;;
H51.8;Inne określone zaburzenia obuocznej motoryki;;;;;;
H51.8;Inne określone zaburzenia obuocznej motoryki;;;;;;
H51.8;Inne określone zaburzenia obuocznej motoryki;;;;;;
H51.8;Inne określone zaburzenia obuocznej motoryki;;;;;;
H57.8;Inne określone zaburzenia oka i przydatków oka;;;;;;
H57.8;Inne określone zaburzenia oka i przydatków oka;;;;;;
H57.8;Inne określone zaburzenia oka i przydatków oka;;;;;;
H57.8;Inne określone zaburzenia oka i przydatków oka;;;;;;
H57.8;Inne określone zaburzenia oka i przydatków oka;;;;;;
H57.8;Inne określone zaburzenia oka i przydatków oka;;;;;;
H57.8;Inne określone zaburzenia oka i przydatków oka;;;;;;
H57.8;Inne określone zaburzenia oka i przydatków oka;;;;;;
H57.8;Inne określone zaburzenia oka i przydatków oka;;;;;;
H57.8;Inne określone zaburzenia oka i przydatków oka;;;;;;
H57.8;Inne określone zaburzenia oka i przydatków oka;;;;;;
H57.8;Inne określone zaburzenia oka i przydatków oka;;;;;;
F60.8;Inne określone zaburzenia osobowości;;;;;;
F60.8;Inne określone zaburzenia osobowości;;;;;;
F60.8;Inne określone zaburzenia osobowości;;;;;;
K66.8;Inne określone zaburzenia otrzewnej;;;;;;
N32.8;Inne określone zaburzenia pęcherza moczowego;;;;;;
N32.8;Inne określone zaburzenia pęcherza moczowego;;;;;;
N32.8;Inne określone zaburzenia pęcherza moczowego;;;;;;
N32.8;Inne określone zaburzenia pęcherza moczowego;;;;;;
N32.8;Inne określone zaburzenia pęcherza moczowego;;;;;;
N32.8;Inne określone zaburzenia pęcherza moczowego;;;;;;
L81.8;Inne określone zaburzenia pigmentacji;;;;;;
L81.8;Inne określone zaburzenia pigmentacji;;;;;;
H02.8;Inne określone zaburzenia powiek;;;;;;
H02.8;Inne określone zaburzenia powiek;;;;;;
H02.8;Inne określone zaburzenia powiek;;;;;;
H02.8;Inne określone zaburzenia powiek;;;;;;
H02.8;Inne określone zaburzenia powiek;;;;;;
H02.8;Inne określone zaburzenia powiek;;;;;;
H02.8;Inne określone zaburzenia powiek;;;;;;
H02.8;Inne określone zaburzenia powiek;;;;;;
H02.8;Inne określone zaburzenia powiek;;;;;;
H02.8;Inne określone zaburzenia powiek;;;;;;
G25.8;Inne określone zaburzenia pozapiramidowe i zaburzenia czynności ruchowych;;;;;;
G25.8;Inne określone zaburzenia pozapiramidowe i zaburzenia czynności ruchowych;;;;;;
G25.8;Inne określone zaburzenia pozapiramidowe i zaburzenia czynności ruchowych;;;;;;
G25.8;Inne określone zaburzenia pozapiramidowe i zaburzenia czynności ruchowych;;;;;;
G25.8;Inne określone zaburzenia pozapiramidowe i zaburzenia czynności ruchowych;;;;;;
G25.8;Inne określone zaburzenia pozapiramidowe i zaburzenia czynności ruchowych;;;;;;
N48.8;Inne określone zaburzenia prącia;;;;;;
D89.8;Inne określone zaburzenia przebiegające z udziałem mechanizmów immunologicznych, niesklasyfikowane gdzie indziej;;;;;;
D89.8;Inne określone zaburzenia przebiegające z udziałem mechanizmów immunologicznych, niesklasyfikowane gdzie indziej;;;;;;
D89.8;Inne określone zaburzenia przebiegające z udziałem mechanizmów immunologicznych, niesklasyfikowane gdzie indziej;;;;;;
D89.8;Inne określone zaburzenia przebiegające z udziałem mechanizmów immunologicznych, niesklasyfikowane gdzie indziej;;;;;;
D89.8;Inne określone zaburzenia przebiegające z udziałem mechanizmów immunologicznych, niesklasyfikowane gdzie indziej;;;;;;
D89.8;Inne określone zaburzenia przebiegające z udziałem mechanizmów immunologicznych, niesklasyfikowane gdzie indziej;;;;;;
E72.8;Inne określone zaburzenia przemian aminokwasów;;;;;;
E72.8;Inne określone zaburzenia przemian aminokwasów;;;;;;
E72.8;Inne określone zaburzenia przemian aminokwasów;;;;;;
E72.8;Inne określone zaburzenia przemian aminokwasów;;;;;;
E72.8;Inne określone zaburzenia przemian aminokwasów;;;;;;
E72.8;Inne określone zaburzenia przemian aminokwasów;;;;;;
E72.8;Inne określone zaburzenia przemian aminokwasów;;;;;;
